"feature","factor","value","view","rank","factor_var_pct_exp","group"
"SYNPO2_S777sS781s","Factor3",0.714857816696167,"Phosphoproteomics",8,7.11556673049927,"ADUResist"
"XIRP2_T2583t","Factor4",0.1317518055439,"Phosphoproteomics",8,0.770455598831177,"ADUResist"
"TP53BP1_S809s","Factor5",0.781634628772736,"Phosphoproteomics",8,8.9109480381012,"ADUResist"
"MYH7_S1269s","Factor6",-0.412775576114655,"Phosphoproteomics",8,3.06875109672546,"ADUResist"
"MDH2_T235t","Factor7",-0.264542907476425,"Phosphoproteomics",8,1.44950151443481,"ADUResist"
"NEXN_S226s","Factor8",-0.160853162407875,"Phosphoproteomics",8,1.05330348014832,"ADUResist"
"PROB1_T820t","Factor9",0.0452832467854023,"Phosphoproteomics",8,0.235497951507568,"ADUResist"
"TTN_Y30431y","Factor10",-0.546892404556274,"Phosphoproteomics",8,3.7848949432373,"ADUResist"
"UBR7","Factor1",0.705929100513458,"Transcriptomics",8,15.0260210037231,"ADUResist"
"PRRX1","Factor2",0.37813925743103,"Transcriptomics",8,3.6385715007782,"ADUResist"
"ENSG00000226252.1","Factor3",0.380332171916962,"Transcriptomics",8,2.1872878074646,"ADUResist"
"BMP1","Factor4",0.658121645450592,"Transcriptomics",8,8.42064023017883,"ADUResist"
"HACD3","Factor5",-0.011458701454103,"Transcriptomics",8,0.0453412532806396,"ADUResist"
"CYP3A5","Factor6",-0.492492765188217,"Transcriptomics",8,4.2313814163208,"ADUResist"
"ABL1","Factor7",0.502012372016907,"Transcriptomics",8,4.22167181968689,"ADUResist"
"GFPT1","Factor8",-0.53392094373703,"Transcriptomics",8,4.58999276161194,"ADUResist"
"RNF126","Factor9",0.473159343004227,"Transcriptomics",8,4.54192757606506,"ADUResist"
"CALCOCO1","Factor10",0.0087543660774827,"Transcriptomics",8,0.0320196151733398,"ADUResist"
"KTN1_S1313s","Factor1",0.349264681339264,"Phosphoproteomics",9,2.5407075881958,"ADUResist"
"MYH2_T1732t","Factor2",-0.604466080665588,"Phosphoproteomics",9,6.12024068832397,"ADUResist"
"MAP4_S1073s","Factor3",-0.706201553344727,"Phosphoproteomics",9,7.11556673049927,"ADUResist"
"ZDHHC5_T348t","Factor4",-0.128292113542557,"Phosphoproteomics",9,0.770455598831177,"ADUResist"
"ABI1_S225s","Factor5",0.778163254261017,"Phosphoproteomics",9,8.9109480381012,"ADUResist"
"ATP2A2_T22t","Factor6",-0.411650240421295,"Phosphoproteomics",9,3.06875109672546,"ADUResist"
"MYH1_T218t","Factor7",0.248230323195457,"Phosphoproteomics",9,1.44950151443481,"ADUResist"
"JPH1_T461tS465s","Factor8",0.156854301691055,"Phosphoproteomics",9,1.05330348014832,"ADUResist"
"AHNAK_S3220s","Factor9",0.0452332869172096,"Phosphoproteomics",9,0.235497951507568,"ADUResist"
"RBM14_S618s","Factor10",0.542688071727753,"Phosphoproteomics",9,3.7848949432373,"ADUResist"
"PPP2CA","Factor1",0.696287572383881,"Transcriptomics",9,15.0260210037231,"ADUResist"
"ATP2A2","Factor2",0.376458168029785,"Transcriptomics",9,3.6385715007782,"ADUResist"
"ENSG00000280138.1","Factor3",0.374381124973297,"Transcriptomics",9,2.1872878074646,"ADUResist"
"EPM2AIP1","Factor4",-0.650439262390137,"Transcriptomics",9,8.42064023017883,"ADUResist"
"CDC37L1","Factor5",-0.0114146573469043,"Transcriptomics",9,0.0453412532806396,"ADUResist"
"PRRX1","Factor6",-0.490193396806717,"Transcriptomics",9,4.2313814163208,"ADUResist"
"MPC1","Factor7",-0.490685850381851,"Transcriptomics",9,4.22167181968689,"ADUResist"
"ATRX","Factor8",-0.504509389400482,"Transcriptomics",9,4.58999276161194,"ADUResist"
"CD44","Factor9",-0.472456991672516,"Transcriptomics",9,4.54192757606506,"ADUResist"
"KDM3B","Factor10",0.00858103949576616,"Transcriptomics",9,0.0320196151733398,"ADUResist"
"TACC2_S493s","Factor1",0.338199645280838,"Phosphoproteomics",10,2.5407075881958,"ADUResist"
"AK1_S178s","Factor2",-0.59019124507904,"Phosphoproteomics",10,6.12024068832397,"ADUResist"
"CMYA5_S1425s","Factor3",0.697284877300262,"Phosphoproteomics",10,7.11556673049927,"ADUResist"
"MAP4_S507s","Factor4",0.127342939376831,"Phosphoproteomics",10,0.770455598831177,"ADUResist"
"NCOA1_S22s","Factor5",0.771376371383667,"Phosphoproteomics",10,8.9109480381012,"ADUResist"
"MYL3_Y73y","Factor6",-0.40922799706459,"Phosphoproteomics",10,3.06875109672546,"ADUResist"
"IGFN1_S1663s","Factor7",-0.247175648808479,"Phosphoproteomics",10,1.44950151443481,"ADUResist"
"TTN_S26782s","Factor8",-0.155121833086014,"Phosphoproteomics",10,1.05330348014832,"ADUResist"
"PRR33_S132s","Factor9",-0.0451757982373238,"Phosphoproteomics",10,0.235497951507568,"ADUResist"
"CAVIN4_S311sS315s","Factor10",-0.517812132835388,"Phosphoproteomics",10,3.7848949432373,"ADUResist"
"EIF4G2","Factor1",0.692440986633301,"Transcriptomics",10,15.0260210037231,"ADUResist"
"TPI1","Factor2",-0.375890851020813,"Transcriptomics",10,3.6385715007782,"ADUResist"
"IER5L","Factor3",0.374012887477875,"Transcriptomics",10,2.1872878074646,"ADUResist"
"NXPE3","Factor4",-0.647290050983429,"Transcriptomics",10,8.42064023017883,"ADUResist"
"ENSG00000288640.1","Factor5",0.0106737874448299,"Transcriptomics",10,0.0453412532806396,"ADUResist"
"FAM50B","Factor6",-0.480125039815903,"Transcriptomics",10,4.2313814163208,"ADUResist"
"FAM184B","Factor7",0.489139080047607,"Transcriptomics",10,4.22167181968689,"ADUResist"
"AGO4","Factor8",-0.488891303539276,"Transcriptomics",10,4.58999276161194,"ADUResist"
"MECOM","Factor9",-0.470621883869171,"Transcriptomics",10,4.54192757606506,"ADUResist"
"GRAMD4","Factor10",-0.00818595476448536,"Transcriptomics",10,0.0320196151733398,"ADUResist"
"RBM26_S518s","Factor1",-0.329806804656982,"Phosphoproteomics",11,2.5407075881958,"ADUResist"
"AK1_S38s","Factor2",-0.569218635559082,"Phosphoproteomics",11,6.12024068832397,"ADUResist"
"RANBP10_S365s","Factor3",-0.695056915283203,"Phosphoproteomics",11,7.11556673049927,"ADUResist"
"C10orf71_S613s","Factor4",0.125358462333679,"Phosphoproteomics",11,0.770455598831177,"ADUResist"
"BAZ1A_S1413s","Factor5",0.755680561065674,"Phosphoproteomics",11,8.9109480381012,"ADUResist"
"MYH7_S1366s","Factor6",-0.39580425620079,"Phosphoproteomics",11,3.06875109672546,"ADUResist"
"MYOM2_S951sT960t","Factor7",-0.238634213805199,"Phosphoproteomics",11,1.44950151443481,"ADUResist"
"XIRP1_S925s","Factor8",-0.152156233787537,"Phosphoproteomics",11,1.05330348014832,"ADUResist"
"AKT2_S34s","Factor9",0.045141939073801,"Phosphoproteomics",11,0.235497951507568,"ADUResist"
"ZC3HC1_S344s","Factor10",-0.483888328075409,"Phosphoproteomics",11,3.7848949432373,"ADUResist"
"DGKD","Factor1",0.687890350818634,"Transcriptomics",11,15.0260210037231,"ADUResist"
"TAF13","Factor2",-0.370769530534744,"Transcriptomics",11,3.6385715007782,"ADUResist"
"MAFF","Factor3",0.359780132770538,"Transcriptomics",11,2.1872878074646,"ADUResist"
"SH3D19","Factor4",0.643351197242737,"Transcriptomics",11,8.42064023017883,"ADUResist"
"JMJD7-PLA2G4B","Factor5",-0.0106163518503308,"Transcriptomics",11,0.0453412532806396,"ADUResist"
"MAOB","Factor6",-0.474614322185516,"Transcriptomics",11,4.2313814163208,"ADUResist"
"PLP2","Factor7",0.488463163375854,"Transcriptomics",11,4.22167181968689,"ADUResist"
"MTM1","Factor8",-0.484879344701767,"Transcriptomics",11,4.58999276161194,"ADUResist"
"TRPV2","Factor9",-0.469085335731506,"Transcriptomics",11,4.54192757606506,"ADUResist"
"GFPT1","Factor10",-0.00812261644750834,"Transcriptomics",11,0.0320196151733398,"ADUResist"
"NACA_S1022s","Factor1",0.329343467950821,"Phosphoproteomics",12,2.5407075881958,"ADUResist"
"MYBPC2_Y983y","Factor2",-0.560140132904053,"Phosphoproteomics",12,6.12024068832397,"ADUResist"
"TTN_T10215t","Factor3",0.694024920463562,"Phosphoproteomics",12,7.11556673049927,"ADUResist"
"MYBPC1_T41t","Factor4",0.123675219714642,"Phosphoproteomics",12,0.770455598831177,"ADUResist"
"HUWE1_S3753s","Factor5",0.737846910953522,"Phosphoproteomics",12,8.9109480381012,"ADUResist"
"SELENBP1_S243s","Factor6",-0.391518294811249,"Phosphoproteomics",12,3.06875109672546,"ADUResist"
"PGAM2_Y132y","Factor7",0.235477894544601,"Phosphoproteomics",12,1.44950151443481,"ADUResist"
"MYOM1_S539s","Factor8",-0.146828189492226,"Phosphoproteomics",12,1.05330348014832,"ADUResist"
"PGLS_S49s","Factor9",0.0439751073718071,"Phosphoproteomics",12,0.235497951507568,"ADUResist"
"IRF2BP2_S240s","Factor10",-0.483154594898224,"Phosphoproteomics",12,3.7848949432373,"ADUResist"
"ZMYM3","Factor1",-0.683706700801849,"Transcriptomics",12,15.0260210037231,"ADUResist"
"TSEN15","Factor2",-0.368068009614944,"Transcriptomics",12,3.6385715007782,"ADUResist"
"SNAI1","Factor3",0.359541773796082,"Transcriptomics",12,2.1872878074646,"ADUResist"
"KMT2C","Factor4",-0.639676749706268,"Transcriptomics",12,8.42064023017883,"ADUResist"
"USP7","Factor5",-0.0101085091009736,"Transcriptomics",12,0.0453412532806396,"ADUResist"
"SMTN","Factor6",0.471223264932632,"Transcriptomics",12,4.2313814163208,"ADUResist"
"KLF5","Factor7",0.473435133695602,"Transcriptomics",12,4.22167181968689,"ADUResist"
"SVIL","Factor8",-0.48244121670723,"Transcriptomics",12,4.58999276161194,"ADUResist"
"THSD7A","Factor9",-0.461376339197159,"Transcriptomics",12,4.54192757606506,"ADUResist"
"ENSG00000269374.1","Factor10",-0.00810128636658192,"Transcriptomics",12,0.0320196151733398,"ADUResist"
"MAP2K4_S90s","Factor1",0.31395360827446,"Phosphoproteomics",13,2.5407075881958,"ADUResist"
"GPI_T251t","Factor2",-0.553791224956512,"Phosphoproteomics",13,6.12024068832397,"ADUResist"
"CSRP3_S95s","Factor3",-0.69213080406189,"Phosphoproteomics",13,7.11556673049927,"ADUResist"
"BCAR3_S290s","Factor4",0.123054333031178,"Phosphoproteomics",13,0.770455598831177,"ADUResist"
"YTHDC1_S146sT148t","Factor5",0.729984998703003,"Phosphoproteomics",13,8.9109480381012,"ADUResist"
"MYOM1_S758s","Factor6",-0.390533417463303,"Phosphoproteomics",13,3.06875109672546,"ADUResist"
"MYH1_T1265t","Factor7",0.235089898109436,"Phosphoproteomics",13,1.44950151443481,"ADUResist"
"CTPS1_S575s","Factor8",0.145012646913528,"Phosphoproteomics",13,1.05330348014832,"ADUResist"
"LMO7_S1034s","Factor9",0.0433810241520405,"Phosphoproteomics",13,0.235497951507568,"ADUResist"
"CAP2_T307t","Factor10",-0.475963890552521,"Phosphoproteomics",13,3.7848949432373,"ADUResist"
"LRRC66","Factor1",-0.682676732540131,"Transcriptomics",13,15.0260210037231,"ADUResist"
"YIPF3","Factor2",-0.365600436925888,"Transcriptomics",13,3.6385715007782,"ADUResist"
"ENSG00000285886.1","Factor3",-0.342612624168396,"Transcriptomics",13,2.1872878074646,"ADUResist"
"ATRX","Factor4",-0.639463603496552,"Transcriptomics",13,8.42064023017883,"ADUResist"
"KIF1B","Factor5",-0.00999493151903152,"Transcriptomics",13,0.0453412532806396,"ADUResist"
"RRM1","Factor6",-0.463852882385254,"Transcriptomics",13,4.2313814163208,"ADUResist"
"CPTP","Factor7",-0.456998437643051,"Transcriptomics",13,4.22167181968689,"ADUResist"
"SLK","Factor8",-0.470967501401901,"Transcriptomics",13,4.58999276161194,"ADUResist"
"SYT11","Factor9",-0.461334526538849,"Transcriptomics",13,4.54192757606506,"ADUResist"
"ENSG00000230551.4","Factor10",0.00794243346899748,"Transcriptomics",13,0.0320196151733398,"ADUResist"
"MYOM3_S90s","Factor1",0.302487462759018,"Phosphoproteomics",14,2.5407075881958,"ADUResist"
"TTN_S282sS284sS289s","Factor2",-0.551073610782623,"Phosphoproteomics",14,6.12024068832397,"ADUResist"
"TTN_S5166s","Factor3",0.688353598117828,"Phosphoproteomics",14,7.11556673049927,"ADUResist"
"SYNPO2_S770sT774t","Factor4",-0.121861830353737,"Phosphoproteomics",14,0.770455598831177,"ADUResist"
"SLF2_S176s","Factor5",-0.721663177013397,"Phosphoproteomics",14,8.9109480381012,"ADUResist"
"CA2_S50s","Factor6",0.384400486946106,"Phosphoproteomics",14,3.06875109672546,"ADUResist"
"EPHX1_Y339y","Factor7",-0.231721311807632,"Phosphoproteomics",14,1.44950151443481,"ADUResist"
"SLU7_S235s","Factor8",0.142778009176254,"Phosphoproteomics",14,1.05330348014832,"ADUResist"
"STIM1_S668s","Factor9",-0.0428524948656559,"Phosphoproteomics",14,0.235497951507568,"ADUResist"
"VAPB_S158s","Factor10",-0.473897486925125,"Phosphoproteomics",14,3.7848949432373,"ADUResist"
"RUBCN","Factor1",0.679496049880981,"Transcriptomics",14,15.0260210037231,"ADUResist"
"PPP1R7","Factor2",-0.352899044752121,"Transcriptomics",14,3.6385715007782,"ADUResist"
