"feature","factor","value","view","rank","factor_var_pct_exp","group"
"TFEB_S109sS114s","Factor10",-0.184227094054222,"Phosphoproteomics",280,3.7848949432373,"ADUResist"
"TFEB_S109sS114s","Factor8",-0.00858873780816793,"Phosphoproteomics",295,0.115525722503662,"ADUEndur"
"TFEB_S109sS114s","Factor6",-0.155216664075851,"Phosphoproteomics",354,4.47434186935425,"ADUEndur"
"TFEB_S109sS114s","Factor1",-0.0717744752764702,"Phosphoproteomics",475,2.92626619338989,"ADUEndur"
"TFEB_S109sS114s","Factor2",0.184738337993622,"Phosphoproteomics",530,10.2646052837372,"ADUEndur"
"TFEB_S109sS114s","Factor5",-0.10204641520977,"Phosphoproteomics",654,8.9109480381012,"ADUResist"
"TFEB_S109sS114s","Factor6",0.0499452017247677,"Phosphoproteomics",709,3.06875109672546,"ADUResist"
"TFEB_S109sS114s","Factor7",-0.00488519482314587,"Phosphoproteomics",794,0.300192832946777,"ADUEndur"
"TFEB_S109sS114s","Factor7",-0.0178917832672596,"Phosphoproteomics",822,1.44950151443481,"ADUResist"
"TFEB_S109sS114s","Factor3",0.0031310124322772,"Phosphoproteomics",833,0.259184837341309,"ADUEndur"
"TFEB_S109sS114s","Factor9",0.00329796271398664,"Phosphoproteomics",842,0.235497951507568,"ADUResist"
"TFEB_S109sS114s","Factor9",0.017679201439023,"Phosphoproteomics",886,4.33470010757446,"ADUEndur"
"TFEB_S109sS114s","Factor4",0.00260895164683461,"Phosphoproteomics",950,0.770455598831177,"ADUResist"
"TFEB_S109sS114s","Factor5",-0.00110893452074379,"Phosphoproteomics",954,0.316339731216431,"ADUEndur"
"TFEB_S109sS114s","Factor8",-0.00304154306650162,"Phosphoproteomics",960,1.05330348014832,"ADUResist"
"FOXO3","Factor1",0.637492716312408,"Transcriptomics",1,7.49607086181641,"ADUEndur"
"FOXO3","Factor9",-0.0627051666378975,"Transcriptomics",26,0.383979082107544,"ADUEndur"
"FOXO3","Factor3",0.450693249702454,"Transcriptomics",79,8.80059003829956,"ADUEndur"
"FOXO3","Factor2",0.209515705704689,"Transcriptomics",146,3.6385715007782,"ADUResist"
"FOXO3","Factor2",0.00447065616026521,"Transcriptomics",267,0.0543713569641113,"ADUEndur"
"FOXO3","Factor6",-0.178799241781235,"Transcriptomics",284,4.2313814163208,"ADUResist"
"FOXO3","Factor4",0.124960966408253,"Transcriptomics",311,3.75827550888062,"ADUEndur"
"FOXO3","Factor3",0.0887172371149063,"Transcriptomics",346,2.1872878074646,"ADUResist"
"FOXO3","Factor7",0.158602446317673,"Transcriptomics",349,4.22167181968689,"ADUResist"
"FOXO3","Factor8",0.169502317905426,"Transcriptomics",349,4.75974678993225,"ADUEndur"
"FOXO3","Factor8",0.158474937081337,"Transcriptomics",353,4.58999276161194,"ADUResist"
"FOXO3","Factor4",-0.216943487524986,"Transcriptomics",360,8.42064023017883,"ADUResist"
"FOXO3","Factor10",0.00269924220629036,"Transcriptomics",370,0.0320196151733398,"ADUResist"
"FOXO3","Factor7",0.127261787652969,"Transcriptomics",567,5.63887357711792,"ADUEndur"
"FOXO3","Factor1",-0.135586604475975,"Transcriptomics",622,15.0260210037231,"ADUResist"
"FOXO3","Factor9",0.0515136606991291,"Transcriptomics",770,4.54192757606506,"ADUResist"
"FOXO3","Factor5",-0.0471694767475128,"Transcriptomics",829,6.65818452835083,"ADUEndur"
"FOXO3","Factor6",0.0184410270303488,"Transcriptomics",861,2.19943523406982,"ADUEndur"
"FOXO3","Factor10",-0.019537465646863,"Transcriptomics",893,2.91973352432251,"ADUEndur"
"FOXO3","Factor5",-0.000250226381467655,"Transcriptomics",947,0.0453412532806396,"ADUResist"
